TEST10,#genre#
灵台新闻综合,http://117.156.28.119/270000001111/1110000145/index.m3u8
岭南戏曲,http://149.129.100.78/guangdong.php?id=15
美国中文电视,https://jpts.sinovision.net/livestream.m3u8
民視新聞台 HD,http://seb.sason.top/sc/msxw_fhd.m3u8
岷县电视台,http://117.156.28.119/270000001111/1110000130/index.m3u8
南川旅游经济,http://nanchuanlive.cbg.cn:30000/2222.m3u8
南川新闻综合,http://nanchuanlive.cbg.cn:30000/1111.m3u8
南方购物,http://149.129.100.78/guangdong.php?id=42
南方卫视,http://149.129.100.78/guangdong.php?id=51
南通公共,http://149.129.100.78/nantong.php?id=gg
南通教育,http://149.129.100.78/nantong.php?id=sj
南通文化旅游,http://149.129.100.78/nantong.php?id=ly
南通新闻综合,http://149.129.100.78/nantong.php?id=zh
内蒙古卫视,http://117.169.120.140:8080/live/neimenggustv/.m3u8
宁波都市文体,http://149.129.100.78/ningbo.php?id=3
宁波教育科技,http://149.129.100.78/ningbo.php?id=6
宁波经济生活,http://149.129.100.78/ningbo.php?id=2
宁波少儿,http://149.129.100.78/ningbo.php?id=5
宁波新闻综合,http://149.129.100.78/ningbo.php?id=1
宁波影视剧,http://149.129.100.78/ningbo.php?id=4
宁夏卫视,http://117.169.120.140:8080/live/ningxiastv/.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
綦江综合频道 (576p),http://113.207.29.195:1935/app_2/_definst_/ls_25.stream/playlist.m3u8
全国风景总览,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
日本NHK华语,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
日本全天新聞 (480p),https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
三立iNews,http://seb.sason.top/sc/slinews_fhd.m3u8
三立新聞,http://seb.sason.top/sc/sllive_fhd.m3u8
山东-碧霞祠,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8?contentid=2820180516001
山东-拱北日出,https://gcalic.v.myalicdn.com/gc/hkts01_1/index.m3u8?contentid=2820180516001
山东居家购物,http://livealone302.iqilu.com/iqilu/gwpd.m3u8
山东农科,http://livealone302.iqilu.com/iqilu/nkpd.m3u8
山东齐鲁,http://livealone302.iqilu.com/iqilu/qlpd.m3u8
山东-扇子崖,https://gcalic.v.myalicdn.com/gc/hkts08_1/index.m3u8?contentid=2820180516001
山东少儿,http://livealone302.iqilu.com/iqilu/sepd.m3u8
山东生活,http://livealone302.iqilu.com/iqilu/shpd.m3u8
山东-太平岭,https://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8?contentid=2820180516001
山东-泰山,https://gcalic.v.myalicdn.com/gc/taishan04_1/index.m3u8?contentid=2820180516001
山东-泰山大观峰,https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8?contentid=2820180516001
山东-泰山十八盘,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8?contentid=2820180516001
山东-泰山天街,https://gcalic.v.myalicdn.com/gc/taishan07_1/index.m3u8?contentid=2820180516001
山东-泰山玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8?contentid=2820180516001
山东-泰山主峰,https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8?contentid=2820180516001
山东体育,http://livealone302.iqilu.com/iqilu/typd.m3u8
山东卫视 高清,http://39.135.138.8:6610/PLTV/88888888/224/3221225697/2/index.m3u8?fmt=ts2hls
山东卫视高清,http://117.169.120.140:8080/live/hdshandongstv/.m3u8
山东新闻,http://livealone302.iqilu.com/iqilu/ggpd.m3u8
山东影视,http://livealone302.iqilu.com/iqilu/yspd.m3u8
山东-玉皇顶东,https://gcalic.v.myalicdn.com/gc/hkts10_1/index.m3u8?contentid=2820180516001
山东-玉皇顶西,https://gcalic.v.myalicdn.com/gc/hkts11_1/index.m3u8?contentid=2820180516001
山东-瞻鲁台,https://gcalic.v.myalicdn.com/gc/hkts06_1/index.m3u8?contentid=2820180516001
山东综艺,http://livealone302.iqilu.com/iqilu/zypd.m3u8
山西公共,http://149.129.100.78/tv.php?id=sxgg
山西经济与科技,http://149.129.100.78/tv.php?id=sxjjzx
山西社会与法治,http://149.129.100.78/tv.php?id=sxkj
山西卫视,http://117.169.120.140:8080/live/shanxistv/.m3u8
山西卫视,http://39.135.138.5:6610/PLTV/88888888/224/3221225730/2/index.m3u8
山西-悬空寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8?contentid=2820180516001
山西影视,http://149.129.100.78/tv.php?id=sxys
陕西卫视,http://39.135.138.5:6610/PLTV/88888888/224/3221225729/2/index.m3u8
深圳财经生活,http://149.129.100.78/sztv.php?id=5
深圳电视剧,http://149.129.100.78/sztv.php?id=3
深圳都市,http://149.129.100.78/sztv.php?id=2
深圳公共,http://149.129.100.78/sztv.php?id=4
深圳少儿,http://149.129.100.78/sztv.php?id=7
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视 高清,http://39.135.138.8:6610/PLTV/88888888/224/3221225700/2/index.m3u8?fmt=ts2hls
深圳卫视高清,http://117.169.120.140:8080/live/hdshenzhenstv/.m3u8
深圳移动电视,http://149.129.100.78/sztv.php?id=8
深圳娱乐,http://149.129.100.78/sztv.php?id=6
四川卫视 高清,http://39.135.138.8:6610/PLTV/88888888/224/3221225487/2/index.m3u8?fmt=ts2hls
肃州电视台 (1080p),http://117.156.28.119/270000001111/1110000123/index.m3u8
台視新聞,http://seb.sason.top/sc/tsxw_fhd.m3u8
天津-天津海河,https://gcalic.v.myalicdn.com/gc/tjhh02_1/index.m3u8?contentid=2820180516001
天津-天津之眼,https://gcalic.v.myalicdn.com/gc/tjhh01_1/index.m3u8?contentid=2820180516001
天津卫视 高清,http://39.135.138.8:6610/PLTV/88888888/224/3221225698/2/index.m3u8?fmt=ts2hls
天津卫视高清,http://117.169.120.140:8080/live/hdtianjinstv/.m3u8
无锡都市资讯,http://149.129.100.78/wuxi.php?type=tv&id=wxtv3
无锡经济,http://149.129.100.78/wuxi.php?type=tv&id=wxtv5
无锡生活,http://149.129.100.78/wuxi.php?type=tv&id=wxtv4
无锡新闻综合,http://149.129.100.78/wuxi.php?type=tv&id=wxtv1
无锡娱乐,http://149.129.100.78/wuxi.php?type=tv&id=wxtv2
西藏卫视,http://117.169.120.140:8080/live/xizangstv/.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://39.135.138.5:6610/PLTV/88888888/224/3221225723/2/index.m3u8
现代教育,http://149.129.100.78/guangdong.php?id=13
新疆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8
新唐人加东臺,https://live.ntdimg.com/mllive860/playlist.m3u8
新唐人加西臺,https://live.ntdimg.com/cwlive220/playlist.m3u8
新唐人旧金山臺,https://live.ntdimg.com/sflive990/playlist.m3u8
新唐人美东臺,https://live.ntdimg.com/live400/playlist.m3u8
新唐人-美西频道,http://live.ntdimg.com/uwlive520/playlist.m3u8
新唐人-美西频道,http://live.ntdimg.com/uwlive520/playlist.m3u8?
新唐人美西臺,https://live.ntdimg.com/uwlive990/playlist.m3u8
新唐人亚太臺,https://live.ntdimg.com/aplive200/playlist.m3u8
亚太台,http://174.127.67.246/live330/playlist.m3u8
扬州公共,http://149.129.100.78/yangzhou.php?id=236
扬州教育,http://149.129.100.78/yangzhou.php?id=291
浙江6套FHD,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8?k=7902d458851930a3cab9763349e1425c&t=1577153702
浙江公共FHD,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8?k=4812130c6c3788cf5c6a6ba64a47678c&t=1577153743
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际FHD,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8?k=48877e6c28c2a0215eb8712eb48b888d&t=1577153884
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教育台,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江经济台,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江-丽水仙都风景区,https://gcalic.v.myalicdn.com/gc/xdfjq01_1/index.m3u8?contentid=2820180516001
浙江留学世界台,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江-千岛湖,https://gcalic.v.myalicdn.com/gc/caqdh_1/index.m3u8?contentid=2820180516001
浙江钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江台【公众号:手机软件资源局】,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿台,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视 高清,http://39.135.138.8:6610/PLTV/88888888/224/3221225703/2/index.m3u8?fmt=ts2hls
浙江-乌镇蓝印花布,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8?contentid=2820180516001
浙江-乌镇龙形田,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8?contentid=2820180516001
浙江-乌镇全景,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8?contentid=2820180516001
浙江-乌镇西市河,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8?contentid=2820180516001
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江休闲台,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江影视,http://hw-m-l.cztv.com/channels/lantian/channel05/720p.m3u8
浙江影视台,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江-云栖小镇,https://gcalic.v.myalicdn.com/gc/hnttpgsz_1/index.m3u8?contentid=2820180516001
浙江-舟山东极岛,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8?contentid=2820180516001
直播中国,http://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
中山公共,http://149.129.100.78/tv.php?id=zsgg
中山教育,http://149.129.100.78/tv.php?id=zsjy
中山综合,http://149.129.100.78/tv.php?id=zszh
中視新聞,http://seb.sason.top/sc/zsxw_fhd.m3u8
中天新聞,http://seb.sason.top/sc/ztxw_fhd.m3u8
中央新影 老故事,http://39.135.138.5:6610/PLTV/88888888/224/3221225517/2/index.m3u8
中央新影 中学生,http://39.135.138.5:6610/PLTV/88888888/224/3221225515/2/index.m3u8
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8

Star Movies Select HD,http://87.117.234.107:1935/live/StarMovies_SELECT_HD/playlists.m3u8
HBO Comedy,http://M2153683141.wo2.co/o.php?6949003927915110_164589908716176421581293286900_1693494871_==wSVBSekVWbvNEIPJES
Sky Cinema Family,http://M2153683141.wo2.co/o.php?6949003927915110_164589908716168541711293286940_3487614956_==wSVBSeslWbhZEIZt0U
Sky Cinema Select,http://M2153683141.wo2.co/o.php?6949003927915110_164589908716168541711293286940_3487614956_==wSVBCdjVGblNFIZt0U
MBC 2 HD,https://raw.githubusercontent.com/firojshahriyarmasud/IPTV/main/Channels/MBC%202.m3u8
MBC MAX,https://raw.githubusercontent.com/firojshahriyarmasud/IPTV/main/Channels/MBC%20Max.m3u8
MBC Action HD,https://raw.githubusercontent.com/firojshahriyarmasud/IPTV/main/Channels/MBC%20Action.m3u8
CNN HD,https://cnn-cnninternational-1-gb.samsung.wurl.com/manifest/playlist.m3u8
ESPN2,https://gma2.blab.email/espn2.m3u8
Warner TV,http://203.154.243.89:1205
FOX NEWS,http://1111296894.rsc.cdn77.org/ls-54548-2/tracks-v1a1/mono.m3u8
American Horrors,http://170.178.189.66:1935/live/Stream1/playlist.m3u8
Fox Crime,http://185.180.221.194:8278/streams/d/Foxcrime/playlist.m3u8
Fox HD,http://185.180.221.194:8278/streams/d/Foxhd/playlist.m3u8
AXN HD,http://210.210.155.35/uq2663/h/h141/01.m3u8
HBO,http://50.7.161.82:8278/streams/d/Hbo/playlist.m3u8
Sony Movies Action,http://51.52.156.22:8888/http/009
BBC News,http://51.52.156.22:8888/http/004
HDFashion,http://95.67.47.115/hls/hdfashion_ua_mid/index.m3u8
CBS News,https://cbsn-us-cedexis.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master.m3u8
AMC,http://content.uplynk.com/channel/37eb732888614810b512fdd82604244e.m3u8
ABC News,https://content.uplynk.com/channel/3324f2467c414329b3b0cc5cd987b6be.m3u8
CNA HD,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?checkedby:iptvcat.com
Newsmax,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index_1080.m3u8
Discovery India,https://d3ojtyqvwc3vcz.cloudfront.net/DISC.m3u8
Fashion TV,https://fash1043.cloudycdn.services/slive/_definst_/ftv_pg16_adaptive.smil/playlist.m3u8
PARIS: FASHION TV,http://fash1043.cloudycdn.services/slive/_definst_/ftv_paris_adaptive.smil/chunklist.m3u8
Fashion TV+,http://fash1043.cloudycdn.services/slive/_definst_/ftv_midnite_secrets_adaptive.smil/chunklist_b4700000_t64MTA4MHA=.m3u8
Sony ESPN HD,https://gma2.blab.email/espnu.m3u8
Paramount Channel,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/PARAMOUNT-HD-720p/playlist.m3u8
Cheddar Big News,https://live.chdrstatic.com/cbn/index.m3u8
Lotus Maccau,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
HBO RED,https://liveorigin01.hbogoasia.com:8443/origin/live/main/RED/index.m3u8
CGTN,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8
NHK World,https://nhkworld.webcdn.stream.ne.jp/www11/nhkworld-tv/global/2003458/live.m3u8
Rakuten Action Movies,https://rakuten-actionmovies-1-gb.samsung.wurl.com/manifest/playlist.m3u8
HBO,https://raw.githubusercontent.com/firojshahriyarmasud/IPTV/main/Channels/HBO.m3u8
HBO Family,https://raw.githubusercontent.com/firojshahriyarmasud/IPTV/main/Channels/HBO%20Family.m3u8
HBO HITS,https://raw.githubusercontent.com/firojshahriyarmasud/IPTV/main/Channels/HBO%20Hits.m3u8
HBO Signature,https://raw.githubusercontent.com/firojshahriyarmasud/IPTV/main/Channels/HBO%20Sig.m3u8
Sky 2 HD,https://skylivesky-i.akamaihd.net/hls/live/569780/skylive/sky2_extreme@569780.m3u8
SKY NEWS,https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8
MTV USA,http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/master.m3u8
&Flix HD,https://y5w8j4a9.ssl.hwcdn.net/andflixhd/index.m3u8

CHC动作电影,http://39.134.18.66/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC高清电影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC家庭电影,http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8

私人影院1,http://tx2play1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv
私人影院2,http://tx2play1.douyucdn.cn/live/85894rmovieChow.flv
私人影院3,http://tx2play1.douyucdn.cn/live/20415rnWbjg6Ex1K_2000.flv?uuid=

影视1HD,http://39.134.182.236/PLTV/88888888/224/3221226245/index.m3u8
影视2HD,http://39.134.182.236/PLTV/88888888/224/3221226178/index.m3u8
影视3HD,http://39.134.182.236/PLTV/88888888/224/3221226179/index.m3u8

影视1 7M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226708/index.m3u8
影视4 8M1080,http://39.135.230.82/ott.fj.chinamobile.com/PLTV/88888888/224/3221226754/index.m3u8
影视5 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226736/index.m3u8
影视5 8M1080,http://39.135.230.86/ott.fj.chinamobile.com/PLTV/88888888/224/3221226732/index.m3u8
影视6 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226692/index.m3u8
影视6 8M1080,http://39.135.230.86/ott.fj.chinamobile.com/PLTV/88888888/224/3221226712/index.m3u8
影视7 8M1080,http://39.135.230.80/ott.fj.chinamobile.com/PLTV/88888888/224/3221226743/index.m3u8
影视9 4M1080,http://39.135.230.72/ott.fj.chinamobile.com/PLTV/88888888/224/3221225893/index.m3u8

电影1_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/549233/live_416544064_58389145.m3u8
电影2_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/100589/live_362963326_14864388.m3u8
电影5_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/149917/live_400392_6822511.m3u8
电影6_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/360949/live_14659392_8620418.m3u8
电影7_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/374032/live_102569357_4797059.m3u8
电影8_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/288712/live_22989278_9714011.m3u8
电影9_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/889874/live_420351661_73320656.m3u8
电影11_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/804389/live_97065163_17925468.m3u8
电影12_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/545398/live_252582133_1552126.m3u8
电影13_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/986331/live_123336671_4216482.m3u8
电影16_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/383145/live_22989278_9714011.m3u8
电影18_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/509520/live_420351661_73320656.m3u8
电影19_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/800522/live_334056_8894439.m3u8
电影23_b站,https://cn-ahhf-cmcc-live-02.bilivideo.com/live-bvc/842918/live_97065163_17925468.m3u8
电影1_斗鱼,http://tx2play1.douyucdn.cn/live/52787rnTAmEUSJDl.flv?uuid=
电影6_斗鱼,http://tx2play1.douyucdn.cn/live/122402rK7MO9bXSq.flv?uuid=
电影8_斗鱼,http://tx2play1.douyucdn.cn/live/85894rmovieChow.flv?uuid=
电影14_斗鱼,http://tx2play1.douyucdn.cn/live/3637765rrt97QwBF.flv?uuid=
电影18_斗鱼,http://tx2play1.douyucdn.cn/live/3928r9p0BHMDG.flv?uuid=
电影21_斗鱼,http://tx2play1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv?uuid=
电影22_斗鱼,http://tx2play1.douyucdn.cn/live/8861179rFHC662RW.flv?uuid=
电影34_斗鱼,http://tx2play1.douyucdn.cn/live/5129261rZlxiaokj.flv?uuid=
电影35_斗鱼,http://tx2play1.douyucdn.cn/live/6763930rLhacsI7u.flv?uuid=
电影41_斗鱼,http://tx2play1.douyucdn.cn/live/323876r0O5xiJdBl.flv?uuid=
电影42_斗鱼,http://tx2play1.douyucdn.cn/live/7029806raJcPlPZm.flv?uuid=
电影44_斗鱼,http://tx2play1.douyucdn.cn/live/2935323rnTpNsu74.flv?uuid=
电影46_斗鱼,http://tx2play1.douyucdn.cn/live/310926rxaVCymr5Z.flv?uuid=
电影47_斗鱼,http://tx2play1.douyucdn.cn/live/218859r1dmSVurJa.flv?uuid=


CETV1,http://117.136.156.37/PLTV/88888888/224/3221225701/index.m3u8
CETV1,http://39.134.39.4/PLTV/88888888/224/3221226282/index.m3u8
CETV1[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226494/1.m3u8
NewTV爱情喜剧 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225748/2/index.m3u8?fmt=ts2hls
NewTV爱情喜剧 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225698/index.m3u8
NewTV爱情喜剧 4M1080,http://39.135.230.82/ott.fj.chinamobile.com/PLTV/88888888/224/3221225877/index.m3u8
NewTV安徽,http://39.134.66.2/PLTV/88888888/224/3221225790/index.m3u8
NewTV安徽,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225790/index.m3u8
NewTV超级电视剧 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225625/2/index.m3u8?fmt=ts2hls
NewTV超级电视剧 4M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225806/index.m3u8
NewTV超级电视剧 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225765/2/index.m3u8?fmt=ts2hls
NewTV超级电视剧 8M1080,http://39.135.230.70/ott.fj.chinamobile.com/PLTV/88888888/224/3221225928/index.m3u8
NewTV超级电影 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225623/2/index.m3u8?fmt=ts2hls
NewTV超级电影 4M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225804/index.m3u8
NewTV超级电影 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225766/2/index.m3u8?fmt=ts2hls
NewTV超级电影 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225926/index.m3u8
NewTV超级体育 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225622/2/index.m3u8?fmt=ts2hls
NewTV超级体育 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225648/2/index.m3u8?fmt=ts2hls
NewTV超级体育 4M1080,http://39.135.230.74/ott.fj.chinamobile.com/PLTV/88888888/224/3221225803/index.m3u8
NewTV超级体育 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225767/2/index.m3u8?fmt=ts2hls
NewTV超级体育 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225925/index.m3u8
NewTV超级综艺 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225620/2/index.m3u8?fmt=ts2hls
NewTV超级综艺 4M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225801/index.m3u8
NewTV超级综艺 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225768/2/index.m3u8?fmt=ts2hls
NewTV超级综艺 8M1080,http://39.135.230.80/ott.fj.chinamobile.com/PLTV/88888888/224/3221225924/index.m3u8
NewTV潮妈辣婆 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225708/2/index.m3u8?fmt=ts2hls
NewTV潮妈辣婆 4M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226107/index.m3u8
